training_acc,training_loss,diff,group_index
0.6952710020112424,1.9006795753708976,0.2093,"[7, 8, 9]"
0.7685284640171858,1.8592490249323752,0.1923,"[7, 8]"
0.6261996161228407,1.9111779832298452,0.1408,"[8, 9]"
0.6975374023566795,1.8871728070095077,0.1987,"[7, 9]"
0.792798025264992,1.8160899011389826,0.0,[7]
0.6847141190198366,1.8853017631461768,0.0,[8]
0.7592164496897432,1.8018979908471735,0.0,[9]
