training_acc,training_loss,diff,group_index,Cost
0.6049691833590138,1.9806925174313812,0.1246,"[4, 5]",18.093719977835924
0.7353309667989142,1.9300250143659068,0.1673,"[0, 6, 3, 7, 8, 9]",46.88842688550285
0.6299352251696484,1.9178606346663247,0.0935,"[1, 2]",14.528863106148108
