training_acc,training_loss,diff,group_index,Cost
0.7462442218798151,1.8302826841802369,0.1879,"[4, 5]",18.093719977835924
0.7822875339319273,1.8304417198051315,0.3113,"[0, 6, 3, 7, 8, 9]",46.88842688550285
0.7155305367057372,1.8263398101030492,0.2143,"[1, 2]",14.528863106148108
