training_acc,training_loss,diff,group_index,Cost
0.09639830508474577,2.3157545344671595,0.0,"[4, 5]",18.093719977835924
0.07381499269158488,2.3314117413705713,0.0,"[0, 6, 3, 7, 8, 9]",46.88842688550285
0.07726711906230722,2.3317690667806033,0.0,"[1, 2]",14.528863106148108
