training_acc,training_loss,diff,group_index,Cost
0.7980546995377504,1.871426177984577,0.1433,"[4, 5]",18.093719977835924
0.7461369805804969,1.9071280520279439,0.1851,"[0, 6, 3, 7, 8, 9]",46.88842688550285
0.7885564466378778,1.8502481673912528,0.1398,"[1, 2]",14.528863106148108
